OM;SIGLA OM;UF;IDENTIFICADOR DO TIPO DE EMBARCAÇÃO;TOTAL DE EMBARCAÇÕES DESSE TIPO
Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;108;1101
Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;37;6
Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;62;4
Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;99;5235
Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;13;23
Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;38;41
Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;1;1
Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;40;1
Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;41;15
Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;42;2
Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;45;5
Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;46;29
Delegacia da Capitania dos Portos em São Francisco do Sul;DLSFSL;SC;43;338
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;52;2
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;102;1
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;48;70
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;25;6
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;53;4
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;26;7326
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;27;1
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;55;1
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;54;1
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;51;354
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;10;5
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;28;189
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;31;449
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;57;4
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;32;71
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;33;34
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;59;9
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;34;22
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;105;35
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;35;9190
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;108;3943
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;37;29
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;99;1418
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;13;3
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;38;35
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;4;6
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;18;1
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;1;1
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;41;70
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;42;17
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;46;70
Delegacia da Capitania dos Portos em São Sebastião;DLTIAO;SP;43;1007
Delegacia Fluvial de Cuiabá;DLCUIA;MT;48;67
Delegacia Fluvial de Cuiabá;DLCUIA;MT;25;18
Delegacia Fluvial de Cuiabá;DLCUIA;MT;53;2
Delegacia Fluvial de Cuiabá;DLCUIA;MT;26;7844
Delegacia Fluvial de Cuiabá;DLCUIA;MT;55;4
Delegacia Fluvial de Cuiabá;DLCUIA;MT;51;51
Delegacia Fluvial de Cuiabá;DLCUIA;MT;10;2
Delegacia Fluvial de Cuiabá;DLCUIA;MT;28;327
Delegacia Fluvial de Cuiabá;DLCUIA;MT;31;248
Delegacia Fluvial de Cuiabá;DLCUIA;MT;57;9
Delegacia Fluvial de Cuiabá;DLCUIA;MT;32;2
Delegacia Fluvial de Cuiabá;DLCUIA;MT;58;1
Delegacia Fluvial de Cuiabá;DLCUIA;MT;33;101
Delegacia Fluvial de Cuiabá;DLCUIA;MT;34;4
Delegacia Fluvial de Cuiabá;DLCUIA;MT;105;12
Delegacia Fluvial de Cuiabá;DLCUIA;MT;103;1
Delegacia Fluvial de Cuiabá;DLCUIA;MT;35;2675
Delegacia Fluvial de Cuiabá;DLCUIA;MT;108;1226
Delegacia Fluvial de Cuiabá;DLCUIA;MT;37;2
Delegacia Fluvial de Cuiabá;DLCUIA;MT;99;1653
Delegacia Fluvial de Cuiabá;DLCUIA;MT;13;4
Delegacia Fluvial de Cuiabá;DLCUIA;MT;63;1
Delegacia Fluvial de Cuiabá;DLCUIA;MT;38;1
Delegacia Fluvial de Cuiabá;DLCUIA;MT;1;2
Delegacia Fluvial de Cuiabá;DLCUIA;MT;41;37
Delegacia Fluvial de Cuiabá;DLCUIA;MT;42;2
Delegacia Fluvial de Cuiabá;DLCUIA;MT;46;2
Delegacia Fluvial de Cuiabá;DLCUIA;MT;43;5
Delegacia Fluvial de Porto Velho;DLPVEL;RO;48;74
Delegacia Fluvial de Porto Velho;DLPVEL;RO;25;5
Delegacia Fluvial de Porto Velho;DLPVEL;RO;53;40
Delegacia Fluvial de Porto Velho;DLPVEL;RO;26;998
Delegacia Fluvial de Porto Velho;DLPVEL;RO;27;1
Delegacia Fluvial de Porto Velho;DLPVEL;RO;51;363
Delegacia Fluvial de Porto Velho;DLPVEL;RO;10;49
Delegacia Fluvial de Porto Velho;DLPVEL;RO;28;558
Delegacia Fluvial de Porto Velho;DLPVEL;RO;31;447
Delegacia Fluvial de Porto Velho;DLPVEL;RO;57;111
Delegacia Fluvial de Porto Velho;DLPVEL;RO;32;1
Delegacia Fluvial de Porto Velho;DLPVEL;RO;33;96
Delegacia Fluvial de Porto Velho;DLPVEL;RO;7;3
Delegacia Fluvial de Porto Velho;DLPVEL;RO;105;7
Delegacia Fluvial de Porto Velho;DLPVEL;RO;103;2
Delegacia Fluvial de Porto Velho;DLPVEL;RO;35;1786
Delegacia Fluvial de Porto Velho;DLPVEL;RO;60;1
Delegacia Fluvial de Porto Velho;DLPVEL;RO;108;217
Delegacia Fluvial de Porto Velho;DLPVEL;RO;99;101
Delegacia Fluvial de Porto Velho;DLPVEL;RO;13;50
Delegacia Fluvial de Porto Velho;DLPVEL;RO;63;34
Delegacia Fluvial de Porto Velho;DLPVEL;RO;38;27
Delegacia Fluvial de Porto Velho;DLPVEL;RO;41;149
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;48;28
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;25;9
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;53;14
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;26;15838
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;55;1
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;51;7
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;28;64
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;31;50
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;57;16
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;32;3
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;33;79
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;44;1
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;59;1
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;34;3
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;105;3
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;103;1
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;35;2927
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;108;1614
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;37;1
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;99;2832
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;13;6
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;38;55
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;40;1
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;41;28
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;42;1
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;45;3
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;46;3
Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;43;15
Delegacia Fluvial de Uruguaiana;DLURUG;RS;23;2
Delegacia Fluvial de Uruguaiana;DLURUG;RS;48;21
Delegacia Fluvial de Uruguaiana;DLURUG;RS;25;11
Delegacia Fluvial de Uruguaiana;DLURUG;RS;53;1
Delegacia Fluvial de Uruguaiana;DLURUG;RS;26;6194
Delegacia Fluvial de Uruguaiana;DLURUG;RS;51;961
Delegacia Fluvial de Uruguaiana;DLURUG;RS;28;6
Delegacia Fluvial de Uruguaiana;DLURUG;RS;31;18
Delegacia Fluvial de Uruguaiana;DLURUG;RS;34;1
Delegacia Fluvial de Uruguaiana;DLURUG;RS;105;1
Delegacia Fluvial de Uruguaiana;DLURUG;RS;35;1522
Delegacia Fluvial de Uruguaiana;DLURUG;RS;108;242
Delegacia Fluvial de Uruguaiana;DLURUG;RS;99;171
Delegacia Fluvial de Uruguaiana;DLURUG;RS;13;2
Delegacia Fluvial de Uruguaiana;DLURUG;RS;1;1
Delegacia Fluvial de Uruguaiana;DLURUG;RS;41;8
Delegacia Fluvial de Uruguaiana;DLURUG;RS;46;1
Delegacia Fluvial de Uruguaiana;DLURUG;RS;43;4
Delegacia Fluvial em Guaíra;DLGUAI;PR;23;2
Delegacia Fluvial em Guaíra;DLGUAI;PR;48;62
Delegacia Fluvial em Guaíra;DLGUAI;PR;25;5
Delegacia Fluvial em Guaíra;DLGUAI;PR;53;11
Delegacia Fluvial em Guaíra;DLGUAI;PR;26;20011
Delegacia Fluvial em Guaíra;DLGUAI;PR;51;10
Delegacia Fluvial em Guaíra;DLGUAI;PR;10;2
Delegacia Fluvial em Guaíra;DLGUAI;PR;28;104
Delegacia Fluvial em Guaíra;DLGUAI;PR;31;252
Delegacia Fluvial em Guaíra;DLGUAI;PR;57;14
Delegacia Fluvial em Guaíra;DLGUAI;PR;32;1
Delegacia Fluvial em Guaíra;DLGUAI;PR;33;46
Delegacia Fluvial em Guaíra;DLGUAI;PR;44;1
Delegacia Fluvial em Guaíra;DLGUAI;PR;59;1
Delegacia Fluvial em Guaíra;DLGUAI;PR;34;1
Delegacia Fluvial em Guaíra;DLGUAI;PR;105;12
Delegacia Fluvial em Guaíra;DLGUAI;PR;103;1
Delegacia Fluvial em Guaíra;DLGUAI;PR;35;8132
Delegacia Fluvial em Guaíra;DLGUAI;PR;108;2373
Delegacia Fluvial em Guaíra;DLGUAI;PR;62;2
Delegacia Fluvial em Guaíra;DLGUAI;PR;99;7023
Delegacia Fluvial em Guaíra;DLGUAI;PR;13;8
Delegacia Fluvial em Guaíra;DLGUAI;PR;38;16
Delegacia Fluvial em Guaíra;DLGUAI;PR;41;137
Delegacia Fluvial em Guaíra;DLGUAI;PR;42;1
Delegacia Fluvial em Guaíra;DLGUAI;PR;2;1
Delegacia Fluvial em Guaíra;DLGUAI;PR;46;1
Delegacia Fluvial em Guaíra;DLGUAI;PR;43;26
;;;;
(1716 row(s) affected);;;;
