DN	UF	COD_EMB	SIGLA OM	QTDE	
3º	PE	106	CPPE	1	
3º	PE	43	CPPE	228	
3º	CE	23	CPCE	1	
3º	CE	48	CPCE	40	
3º	CE	25	CPCE	8	
3º	CE	53	CPCE	3	
3º	CE	26	CPCE	488	
3º	CE	51	CPCE	1119	
3º	CE	10	CPCE	10	
3º	CE	28	CPCE	1	
3º	CE	31	CPCE	1	
3º	CE	57	CPCE	1	
3º	CE	32	CPCE	5	
3º	CE	33	CPCE	6	
3º	CE	44	CPCE	1	
3º	CE	59	CPCE	13	
3º	CE	34	CPCE	1583	
3º	CE	105	CPCE	9	
3º	CE	103	CPCE	2	
3º	CE	35	CPCE	1167	
3º	CE	108	CPCE	997	
3º	CE	37	CPCE	44	
3º	CE	99	CPCE	251	
3º	CE	13	CPCE	8	
3º	CE	63	CPCE	1	
3º	CE	38	CPCE	847	
3º	CE	41	CPCE	13	
3º	CE	42	CPCE	2	
3º	CE	45	CPCE	7	
3º	CE	106	CPCE	2	
3º	CE	43	CPCE	52	
3º	RN	48	CPRN	104	
3º	RN	53	CPRN	1	
3º	RN	26	CPRN	1147	
3º	RN	51	CPRN	298	
3º	RN	10	CPRN	10	
3º	RN	28	CPRN	5	
3º	RN	31	CPRN	6	
3º	RN	32	CPRN	5	
3º	RN	33	CPRN	10	
3º	RN	7	CPRN	1	
3º	RN	44	CPRN	1	
3º	RN	59	CPRN	5	
3º	RN	34	CPRN	1209	
3º	RN	105	CPRN	17	
3º	RN	35	CPRN	850	
3º	RN	47	CPRN	4	
3º	RN	108	CPRN	749	
3º	RN	37	CPRN	61	
3º	RN	61	CPRN	1	
3º	RN	99	CPRN	712	
3º	RN	13	CPRN	13	
3º	RN	63	CPRN	1	
3º	RN	38	CPRN	148	
3º	RN	39	CPRN	1	
3º	RN	41	CPRN	5	
3º	RN	42	CPRN	3	
3º	RN	45	CPRN	1	
3º	RN	46	CPRN	1	
3º	RN	43	CPRN	58	
7º	MA	48	AGIMPERATRIZ	71	
7º	MA	25	AGIMPERATRIZ	586	
7º	MA	53	AGIMPERATRIZ	1	
7º	MA	26	AGIMPERATRIZ	492	
7º	MA	54	AGIMPERATRIZ	3	
7º	MA	51	AGIMPERATRIZ	2557	
7º	MA	10	AGIMPERATRIZ	3	
7º	MA	28	AGIMPERATRIZ	586	
7º	MA	31	AGIMPERATRIZ	101	
7º	MA	57	AGIMPERATRIZ	12	
7º	MA	32	AGIMPERATRIZ	1	
7º	MA	33	AGIMPERATRIZ	19	
7º	MA	7	AGIMPERATRIZ	1	
7º	MA	59	AGIMPERATRIZ	2	
7º	MA	34	AGIMPERATRIZ	1	
7º	MA	105	AGIMPERATRIZ	72	
7º	MA	35	AGIMPERATRIZ	1413	
7º	MA	108	AGIMPERATRIZ	744	
7º	MA	37	AGIMPERATRIZ	6	
7º	MA	99	AGIMPERATRIZ	29	
7º	MA	13	AGIMPERATRIZ	9	
7º	MA	63	AGIMPERATRIZ	235	
7º	MA	38	AGIMPERATRIZ	4	
7º	MA	39	AGIMPERATRIZ	1	
7º	MA	41	AGIMPERATRIZ	60	
7º	MA	43	AGIMPERATRIZ	1	
4º	PA	23	CPAOR	3	
4º	PA	107	CPAOR	10	
4º	PA	52	CPAOR	2	
4º	PA	48	CPAOR	625	
4º	PA	25	CPAOR	315	
4º	PA	26	CPAOR	19	
4º	PA	27	CPAOR	3	
4º	PA	51	CPAOR	42	
4º	PA	10	CPAOR	2305	
4º	PA	28	CPAOR	47	
4º	PA	56	CPAOR	1	
4º	PA	31	CPAOR	28	
4º	PA	57	CPAOR	154	
4º	PA	32	CPAOR	4	
4º	PA	33	CPAOR	65	
4º	PA	7	CPAOR	24	
4º	PA	44	CPAOR	2	
4º	PA	59	CPAOR	22	
4º	PA	34	CPAOR	1	
4º	PA	105	CPAOR	17	
4º	PA	35	CPAOR	3311	
4º	PA	100	CPAOR	1	
4º	PA	108	CPAOR	1315	
4º	PA	37	CPAOR	4	
4º	PA	99	CPAOR	283	
4º	PA	13	CPAOR	1001	
4º	PA	63	CPAOR	4371	
4º	PA	38	CPAOR	6500	
4º	PA	39	CPAOR	4	
4º	PA	4	CPAOR	6	
4º	PA	8	CPAOR	3	
4º	PA	41	CPAOR	565	
4º	PA	9	CPAOR	2	
4º	PA	12	CPAOR	29	
4º	PA	42	CPAOR	2	
4º	PA	2	CPAOR	1	
4º	PA	106	CPAOR	8	
4º	PA	43	CPAOR	44	
4º	AP	23	CPAP 	1	
4º	AP	107	CPAP	3	
4º	AP	48	CPAP	83	
4º	AP	25	CPAP	1106	
4º	AP	53	CPAP	1	
4º	AP	26	CPAP	11	
4º	AP	27	CPAP	1	
4º	AP	51	CPAP	1035	
4º	AP	10	CPAP	3401	
4º	AP	28	CPAP	1	
4º	AP	56	CPAP	6	
4º	AP	31	CPAP	4	
4º	AP	57	CPAP	26	
4º	AP	33	CPAP	16	
4º	AP	59	CPAP	32	
4º	AP	34	CPAP	3	
4º	AP	105	CPAP	8	
4º	AP	35	CPAP	2401	
4º	AP	108	CPAP	271	
4º	AP	37	CPAP	1	
4º	AP	99	CPAP	46	
4º	AP	13	CPAP	455	
4º	AP	63	CPAP	2717	
4º	AP	20	CPAP	4	
4º	AP	38	CPAP	1384	
4º	AP	4	CPAP	3	
4º	AP	41	CPAP	27	
4º	AP	9	CPAP	1	
4º	AP	12	CPAP	27	
4º	AP	2	CPAP	3	
4º	AP	43	CPAP	4	
4º	MA	23	CPMA	1	
4º	MA	107	CPMA	1	
4º	MA	48	CPMA	39	
4º	MA	25	CPMA	192	
4º	MA	53	CPMA	2	
4º	MA	26	CPMA	252	
4º	MA	51	CPMA	46	
4º	MA	10	CPMA	105	
4º	MA	28	CPMA	15	
4º	MA	31	CPMA	8	
4º	MA	57	CPMA	13	
4º	MA	32	CPMA	4	
4º	MA	33	CPMA	34	
4º	MA	7	CPMA	13	
4º	MA	44	CPMA	1	
4º	MA	59	CPMA	8	
4º	MA	34	CPMA	3	
4º	MA	105	CPMA	10	
4º	MA	103	CPMA	1	
4º	MA	35	CPMA	1437	
4º	MA	108	CPMA	683	
4º	MA	37	CPMA	80	
4º	MA	99	CPMA	525	
4º	MA	13	CPMA	209	
4º	MA	63	CPMA	88	
4º	MA	20	CPMA	2	
4º	MA	38	CPMA	2513	
4º	MA	39	CPMA	5	
4º	MA	4	CPMA	26	
4º	MA	18	CPMA	2	
4º	MA	1	CPMA	1	
4º	MA	6	CPMA	1	
4º	MA	41	CPMA	24	
4º	MA	12	CPMA	10	
4º	MA	42	CPMA	1	
4º	MA	22	CPMA	1	
4º	MA	45	CPMA	3	
4º	MA	2	CPMA	3	
4º	MA	43	CPMA	75	
4º	PI	48	CPPI	35	
4º	PI	25	CPPI	4	
4º	PI	26	CPPI	94	
4º	PI	51	CPPI	301	
4º	PI	10	CPPI	11	
4º	PI	28	CPPI	7	
4º	PI	31	CPPI	19	
4º	PI	57	CPPI	3	
4º	PI	33	CPPI	17	
4º	PI	59	CPPI	2	
4º	PI	34	CPPI	32	
4º	PI	105	CPPI	21	
4º	PI	35	CPPI	779	
4º	PI	108	CPPI	597	
4º	PI	37	CPPI	6	
4º	PI	99	CPPI	1083	
4º	PI	13	CPPI	2	
4º	PI	63	CPPI	12	
4º	PI	38	CPPI	372	
4º	PI	41	CPPI	7	
4º	PI	43	CPPI	3	
4º	PA	23	CFS	1	
4º	PA	52	CFS	4	
4º	PA	102	CFS	1	
4º	PA	48	CFS	490	
4º	PA	25	CFS	59	
4º	PA	53	CFS	7	
4º	PA	26	CFS	35	
4º	PA	51	CFS	98	
4º	PA	10	CFS	748	
4º	PA	56	CFS	1	
4º	PA	30	CFS	3	
4º	PA	31	CFS	52	
4º	PA	57	CFS	137	
4º	PA	32	CFS	1	
4º	PA	33	CFS	91	
4º	PA	7	CFS	3	
4º	PA	59	CFS	89	
4º	PA	105	CFS	3	
4º	PA	35	CFS	2111	
4º	PA	108	CFS	432	
4º	PA	37	CFS	15	
4º	PA	61	CFS	1	
4º	PA	99	CFS	110	
4º	PA	13	CFS	1270	
4º	PA	63	CFS	2320	
4º	PA	20	CFS	5	
4º	PA	38	CFS	2982	
4º	PA	4	CFS	23	
4º	PA	41	CFS	60	
4º	PA	9	CFS	3	
4º	PA	12	CFS	21	
4º	PA	2	CFS	15	
4º	PA	106	CFS	1	
4º	PA	43	CFS	6	
5º	RS	109	AGTRAMANDAÍ	1	
5º	RS	48	AGTRAMANDAÍ	2	
5º	RS	25	AGTRAMANDAÍ	1	
5º	RS	26	AGTRAMANDAÍ	1778	
5º	RS	55	AGTRAMANDAÍ	2	
5º	RS	54	AGTRAMANDAÍ	5	
5º	RS	51	AGTRAMANDAÍ	168	
5º	RS	28	AGTRAMANDAÍ	4	
5º	RS	31	AGTRAMANDAÍ	38	
5º	RS	57	AGTRAMANDAÍ	1	
5º	RS	32	AGTRAMANDAÍ	1	
5º	RS	33	AGTRAMANDAÍ	1	
5º	RS	44	AGTRAMANDAÍ	2	
5º	RS	59	AGTRAMANDAÍ	1	
5º	RS	34	AGTRAMANDAÍ	4	
5º	RS	105	AGTRAMANDAÍ	2	
5º	RS	35	AGTRAMANDAÍ	846	
5º	RS	108	AGTRAMANDAÍ	621	
5º	RS	37	AGTRAMANDAÍ	2	
5º	RS	99	AGTRAMANDAÍ	441	
5º	RS	13	AGTRAMANDAÍ	3	
5º	RS	63	AGTRAMANDAÍ	1	
5º	RS	38	AGTRAMANDAÍ	17	
5º	RS	45	AGTRAMANDAÍ	1	
5º	RS	46	AGTRAMANDAÍ	3	
5º	RS	43	AGTRAMANDAÍ	16	
5º	SC	23	CPSC	2	
5º	SC	48	CPSC	153	
5º	SC	25	CPSC	8	
5º	SC	53	CPSC	8	
5º	SC	26	CPSC	5366	
5º	SC	55	CPSC	10	
5º	SC	54	CPSC	3	
5º	SC	51	CPSC	731	
5º	SC	28	CPSC	43	
5º	SC	31	CPSC	20	
5º	SC	32	CPSC	37	
5º	SC	33	CPSC	46	
5º	SC	44	CPSC	2	
5º	SC	59	CPSC	6	
5º	SC	105	CPSC	23	
5º	SC	103	CPSC	2	
5º	SC	35	CPSC	6619	
5º	SC	60	CPSC	1	
5º	SC	108	CPSC	3079	
5º	SC	37	CPSC	15	
5º	SC	99	CPSC	2093	
5º	SC	13	CPSC	11	
5º	SC	63	CPSC	1	
5º	SC	38	CPSC	1082	
5º	SC	39	CPSC	3	
5º	SC	41	CPSC	11	
5º	SC	42	CPSC	3	
5º	SC	46	CPSC	13	
5º	SC	43	CPSC	529	
5º	RS	52	CPRS	2	
5º	RS	48	CPRS	26	
5º	RS	25	CPRS	9	
5º	RS	53	CPRS	2	
5º	RS	26	CPRS	6454	
5º	RS	27	CPRS	2	
5º	RS	55	CPRS	2	
5º	RS	54	CPRS	297	
5º	RS	51	CPRS	330	
5º	RS	10	CPRS	6	
5º	RS	28	CPRS	6	
5º	RS	31	CPRS	78	
5º	RS	57	CPRS	2	
5º	RS	32	CPRS	12	
5º	RS	24	CPRS	1	
5º	RS	33	CPRS	4	
5º	RS	44	CPRS	1	
5º	RS	59	CPRS	7	
5º	RS	105	CPRS	3	
5º	RS	35	CPRS	1138	
5º	RS	60	CPRS	2	
5º	RS	108	CPRS	491	
5º	RS	37	CPRS	3	
5º	RS	99	CPRS	3023	
5º	RS	13	CPRS	2	
5º	RS	38	CPRS	229	
5º	RS	39	CPRS	1	
5º	RS	4	CPRS	5	
5º	RS	17	CPRS	2	
5º	RS	110	CPRS	1	
5º	RS	41	CPRS	21	
5º	RS	12	CPRS	1	
5º	RS	46	CPRS	3	
5º	RS	43	CPRS	424	
5º	RS	109	CFPA	1	
5º	RS	102	CFPA	1	
5º	RS	48	CFPA	111	
5º	RS	25	CFPA	58	
5º	RS	53	CFPA	8	
5º	RS	26	CFPA	9753	
5º	RS	27	CFPA	4	
5º	RS	55	CFPA	4	
5º	RS	54	CFPA	19	
5º	RS	51	CFPA	189	
5º	RS	10	CFPA	12	
5º	RS	28	CFPA	83	
5º	RS	31	CFPA	276	
5º	RS	57	CFPA	12	
5º	RS	32	CFPA	12	
5º	RS	33	CFPA	37	
5º	RS	7	CFPA	91	
5º	RS	50	CFPA	2	
5º	RS	44	CFPA	4	
5º	RS	59	CFPA	8	
5º	RS	34	CFPA	10	
5º	RS	105	CFPA	17	
5º	RS	103	CFPA	1	
5º	RS	35	CFPA	7561	
5º	RS	60	CFPA	3	
5º	RS	108	CFPA	5642	
5º	RS	37	CFPA	33	
5º	RS	99	CFPA	3672	
5º	RS	13	CFPA	5	
5º	RS	63	CFPA	2	
5º	RS	38	CFPA	29	
5º	RS	4	CFPA	5	
5º	RS	18	CFPA	1	
5º	RS	1	CFPA	5	
5º	RS	6	CFPA	2	
5º	RS	41	CFPA	101	
5º	RS	12	CFPA	1	
5º	RS	42	CFPA	1	
5º	RS	2	CFPA	4	
5º	RS	46	CFPA	3	
5º	RS	106	CFPA	2	
5º	RS	43	CFPA	1192	
5º	SC	23	DELITAJAI	1	
5º	SC	107	DELITAJAI	1	
5º	SC	52	DELITAJAI	2	
5º	SC	48	DELITAJAI	46	
5º	SC	25	DELITAJAI	17	
5º	SC	53	DELITAJAI	6	
5º	SC	26	DELITAJAI	5250	
5º	SC	27	DELITAJAI	2	
5º	SC	55	DELITAJAI	7	
5º	SC	54	DELITAJAI	1	
5º	SC	51	DELITAJAI	199	
5º	SC	10	DELITAJAI	7	
5º	SC	28	DELITAJAI	283	
5º	SC	30	DELITAJAI	1	
5º	SC	31	DELITAJAI	88	
5º	SC	57	DELITAJAI	6	
5º	SC	32	DELITAJAI	23	
5º	SC	33	DELITAJAI	32	
5º	SC	59	DELITAJAI	14	
5º	SC	34	DELITAJAI	7	
5º	SC	105	DELITAJAI	31	
5º	SC	35	DELITAJAI	6381	
5º	SC	108	DELITAJAI	4551	
5º	SC	37	DELITAJAI	12	
5º	SC	62	DELITAJAI	2	
5º	SC	99	DELITAJAI	1966	
5º	SC	13	DELITAJAI	25	
5º	SC	38	DELITAJAI	1193	
5º	SC	39	DELITAJAI	1	
5º	SC	8	DELITAJAI	2	
5º	SC	41	DELITAJAI	35	
5º	SC	12	DELITAJAI	5	
5º	SC	42	DELITAJAI	4	
5º	SC	45	DELITAJAI	60	
5º	SC	2	DELITAJAI	1	
5º	SC	46	DELITAJAI	25	
5º	SC	43	DELITAJAI	355	
5º	SC	48	DELLAGUNA	28	
5º	SC	25	DELLAGUNA	21	
5º	SC	53	DELLAGUNA	49	
5º	SC	26	DELLAGUNA	2238	
5º	SC	27	DELLAGUNA	2	
5º	SC	55	DELLAGUNA	5	
5º	SC	54	DELLAGUNA	260	
5º	SC	51	DELLAGUNA	1674	
5º	SC	28	DELLAGUNA	10	
5º	SC	31	DELLAGUNA	52	
5º	SC	57	DELLAGUNA	3	
5º	SC	32	DELLAGUNA	2	
5º	SC	24	DELLAGUNA	1	
5º	SC	33	DELLAGUNA	4	
5º	SC	44	DELLAGUNA	1	
5º	SC	59	DELLAGUNA	7	
5º	SC	34	DELLAGUNA	4	
5º	SC	35	DELLAGUNA	912	
5º	SC	108	DELLAGUNA	912	
5º	SC	99	DELLAGUNA	6730	
5º	SC	13	DELLAGUNA	4	
5º	SC	38	DELLAGUNA	74	
5º	SC	41	DELLAGUNA	12	
5º	SC	12	DELLAGUNA	1	
5º	SC	46	DELLAGUNA	8	
5º	SC	43	DELLAGUNA	31	
5º	SC	107	DELSFSUL	1	
5º	SC	52	DELSFSUL	3	
5º	SC	48	DELSFSUL	24	
5º	SC	25	DELSFSUL	11	
5º	SC	53	DELSFSUL	1	
5º	SC	26	DELSFSUL	11023	
5º	SC	27	DELSFSUL	3	
5º	SC	55	DELSFSUL	5	
5º	SC	54	DELSFSUL	1	
5º	SC	51	DELSFSUL	77	
5º	SC	10	DELSFSUL	4	
5º	SC	28	DELSFSUL	51	
5º	SC	31	DELSFSUL	124	
5º	SC	57	DELSFSUL	4	
5º	SC	32	DELSFSUL	10	
5º	SC	33	DELSFSUL	16	
5º	SC	7	DELSFSUL	1	
5º	SC	44	DELSFSUL	6	
5º	SC	59	DELSFSUL	12	
5º	SC	34	DELSFSUL	3	
5º	SC	105	DELSFSUL	5	
5º	SC	35	DELSFSUL	3437	
5º	SC	108	DELSFSUL	1124	
5º	SC	37	DELSFSUL	6	
5º	SC	62	DELSFSUL	4	
5º	SC	99	DELSFSUL	5283	
5º	SC	13	DELSFSUL	23	
5º	SC	38	DELSFSUL	41	
5º	SC	1	DELSFSUL	1	
5º	SC	40	DELSFSUL	1	
5º	SC	41	DELSFSUL	16	
5º	SC	42	DELSFSUL	2	
5º	SC	45	DELSFSUL	5	
5º	SC	46	DELSFSUL	26	
5º	SC	43	DELSFSUL	346	
5º	RS	23	DELURUGUAIANA	1	
5º	RS	48	DELURUGUAIANA	31	
5º	RS	25	DELURUGUAIANA	17	
5º	RS	53	DELURUGUAIANA	1	
5º	RS	26	DELURUGUAIANA	6232	
5º	RS	51	DELURUGUAIANA	986	
5º	RS	28	DELURUGUAIANA	9	
5º	RS	31	DELURUGUAIANA	28	
5º	RS	34	DELURUGUAIANA	1	
5º	RS	105	DELURUGUAIANA	2	
5º	RS	35	DELURUGUAIANA	1686	
5º	RS	108	DELURUGUAIANA	245	
5º	RS	99	DELURUGUAIANA	565	
5º	RS	13	DELURUGUAIANA	2	
5º	RS	1	DELURUGUAIANA	1	
5º	RS	41	DELURUGUAIANA	15	
5º	RS	46	DELURUGUAIANA	1	
5º	RS	43	DELURUGUAIANA	4	
6º	MT	48	AGCÁCERES	27	
6º	MT	25	AGCÁCERES	4	
6º	MT	26	AGCÁCERES	6937	
6º	MT	51	AGCÁCERES	369	
6º	MT	28	AGCÁCERES	277	
6º	MT	31	AGCÁCERES	31	
6º	MT	58	AGCÁCERES	2	
6º	MT	33	AGCÁCERES	44	
6º	MT	44	AGCÁCERES	1	
6º	MT	59	AGCÁCERES	1	
6º	MT	34	AGCÁCERES	1	
6º	MT	35	AGCÁCERES	763	
6º	MT	108	AGCÁCERES	121	
6º	MT	37	AGCÁCERES	2	
6º	MT	99	AGCÁCERES	1447	
6º	MT	13	AGCÁCERES	15	
6º	MT	41	AGCÁCERES	14	
6º	MS	48	AGPMURTINHO	10	
6º	MS	25	AGPMURTINHO	2	
6º	MS	53	AGPMURTINHO	1	
6º	MS	26	AGPMURTINHO	4912	
6º	MS	55	AGPMURTINHO	2	
6º	MS	51	AGPMURTINHO	6	
6º	MS	28	AGPMURTINHO	22	
6º	MS	56	AGPMURTINHO	1	
6º	MS	31	AGPMURTINHO	8	
6º	MS	33	AGPMURTINHO	9	
6º	MS	44	AGPMURTINHO	4	
6º	MS	35	AGPMURTINHO	889	
6º	MS	108	AGPMURTINHO	282	
6º	MS	99	AGPMURTINHO	947	
6º	MS	13	AGPMURTINHO	19	
6º	MS	63	AGPMURTINHO	1	
6º	MS	41	AGPMURTINHO	4	
6º	MS	43	AGPMURTINHO	1	
6º	DF	48	AGSFARAGUAIA	96	7 DN
6º	DF	25	AGSFARAGUAIA	8	7 DN
6º	DF	53	AGSFARAGUAIA	1	7 DN
6º	DF	26	AGSFARAGUAIA	251	7 DN
6º	DF	51	AGSFARAGUAIA	2593	7 DN
6º	DF	10	AGSFARAGUAIA	3	7 DN
6º	DF	28	AGSFARAGUAIA	357	7 DN
6º	DF	30	AGSFARAGUAIA	1	7 DN
6º	DF	31	AGSFARAGUAIA	5	7 DN
6º	DF	57	AGSFARAGUAIA	4	7 DN
6º	DF	33	AGSFARAGUAIA	38	7 DN
6º	DF	44	AGSFARAGUAIA	1	7 DN
6º	DF	105	AGSFARAGUAIA	21	7 DN
6º	DF	35	AGSFARAGUAIA	525	7 DN
6º	DF	108	AGSFARAGUAIA	288	7 DN
6º	DF	99	AGSFARAGUAIA	13	7 DN
6º	DF	13	AGSFARAGUAIA	10	7 DN
6º	DF	63	AGSFARAGUAIA	2	7 DN
6º	DF	43	AGSFARAGUAIA	2	7 DN
6º	MT	107	CFPN	8	
6º	MT	48	CFPN	40	
6º	MT	25	CFPN	28	
6º	MT	26	CFPN	7972	
6º	MT	27	CFPN	1	
6º	MT	51	CFPN	2	
6º	MT	10	CFPN	6	
6º	MT	28	CFPN	89	
6º	MT	31	CFPN	33	
6º	MT	57	CFPN	26	
6º	MT	32	CFPN	1	
6º	MT	33	CFPN	38	
6º	MT	34	CFPN	1	
6º	MT	105	CFPN	3	
6º	MT	103	CFPN	2	
6º	MT	35	CFPN	1594	
6º	MT	108	CFPN	388	
6º	MT	37	CFPN	1	
6º	MT	99	CFPN	3317	
6º	MT	13	CFPN	51	
6º	MT	63	CFPN	1	
6º	MT	38	CFPN	1	
6º	MT	1	CFPN	1	
6º	MT	41	CFPN	35	
6º	MT	12	CFPN	1	
6º	MT	43	CFPN	5	
6º	MT	48	DELCUIABÁ	68	
6º	MT	25	DELCUIABÁ	18	
6º	MT	53	DELCUIABÁ	3	
6º	MT	26	DELCUIABÁ	7922	
6º	MT	55	DELCUIABÁ	4	
6º	MT	51	DELCUIABÁ	51	
6º	MT	10	DELCUIABÁ	2	
6º	MT	28	DELCUIABÁ	327	
6º	MT	31	DELCUIABÁ	252	
6º	MT	57	DELCUIABÁ	9	
6º	MT	32	DELCUIABÁ	2	
6º	MT	58	DELCUIABÁ	1	
6º	MT	33	DELCUIABÁ	102	
6º	MT	34	DELCUIABÁ	4	
6º	MT	105	DELCUIABÁ	13	
6º	MT	103	DELCUIABÁ	1	
6º	MT	35	DELCUIABÁ	2703	
6º	MT	108	DELCUIABÁ	1265	
6º	MT	37	DELCUIABÁ	2	
6º	MT	99	DELCUIABÁ	1702	
6º	MT	13	DELCUIABÁ	4	
6º	MT	63	DELCUIABÁ	2	
6º	MT	38	DELCUIABÁ	1	
6º	MT	1	DELCUIABÁ	2	
6º	MT	41	DELCUIABÁ	38	
6º	MT	42	DELCUIABÁ	2	
6º	MT	46	DELCUIABÁ	2	
6º	MT	43	DELCUIABÁ	5	
7º	DF	48	CFB	76	
7º	DF	25	CFB	25	
7º	DF	53	CFB	1	
7º	DF	26	CFB	4772	
7º	DF	27	CFB	2	
7º	DF	55	CFB	3	
7º	DF	51	CFB	1045	
7º	DF	10	CFB	4	
7º	DF	28	CFB	13341	
7º	DF	31	CFB	215	
7º	DF	57	CFB	3	
7º	DF	32	CFB	3	
7º	DF	33	CFB	136	
7º	DF	50	CFB	1	
7º	DF	44	CFB	1	
7º	DF	34	CFB	92	
7º	DF	105	CFB	45	
7º	DF	103	CFB	5	
7º	DF	35	CFB	7899	
7º	DF	60	CFB	1	
7º	DF	47	CFB	2	
7º	DF	108	CFB	5976	
7º	DF	37	CFB	78	
7º	DF	99	CFB	16898	
7º	DF	13	CFB	14	
7º	DF	63	CFB	1	
7º	DF	38	CFB	1	
7º	DF	1	CFB	1	
7º	DF	41	CFB	27	
7º	DF	42	CFB	4	
7º	DF	46	CFB	3	
7º	DF	43	CFB	1006	
7º	TO	48	CFAT	34	
7º	TO	25	CFAT	5	
7º	TO	26	CFAT	539	
7º	TO	51	CFAT	3054	
7º	TO	21	CFAT	1	
7º	TO	10	CFAT	2	
7º	TO	28	CFAT	676	
7º	TO	31	CFAT	16	
7º	TO	57	CFAT	11	
7º	TO	32	CFAT	5	
7º	TO	33	CFAT	25	
7º	TO	44	CFAT	1	
7º	TO	34	CFAT	5	
7º	TO	105	CFAT	44	
7º	TO	35	CFAT	1851	
7º	TO	108	CFAT	863	
7º	TO	37	CFAT	43	
7º	TO	99	CFAT	14	
7º	TO	13	CFAT	4	
7º	TO	63	CFAT	2	
7º	TO	38	CFAT	1	
7º	TO	41	CFAT	3	
7º	TO	46	CFAT	1	
7º	TO	43	CFAT	6	
8º	SP	109	CPSP	2	
8º	SP	102	CPSP	1	
8º	SP	48	CPSP	265	
8º	SP	25	CPSP	62	
8º	SP	53	CPSP	52	
8º	SP	26	CPSP	25574	
8º	SP	27	CPSP	10	
8º	SP	55	CPSP	6	
8º	SP	54	CPSP	2	
8º	SP	51	CPSP	958	
8º	SP	10	CPSP	5	
8º	SP	28	CPSP	863	
8º	SP	30	CPSP	1	
8º	SP	31	CPSP	568	
8º	SP	57	CPSP	20	
8º	SP	32	CPSP	38	
8º	SP	24	CPSP	1	
8º	SP	33	CPSP	720	
8º	SP	7	CPSP	2	
8º	SP	50	CPSP	2	
8º	SP	44	CPSP	13	
8º	SP	59	CPSP	28	
8º	SP	34	CPSP	89	
8º	SP	105	CPSP	163	
8º	SP	103	CPSP	3	
8º	SP	35	CPSP	21133	
8º	SP	60	CPSP	3	
8º	SP	108	CPSP	21509	
8º	SP	37	CPSP	47	
8º	SP	62	CPSP	2	
8º	SP	99	CPSP	19778	
8º	SP	13	CPSP	10	
8º	SP	38	CPSP	301	
8º	SP	39	CPSP	3	
8º	SP	4	CPSP	4	
8º	SP	8	CPSP	1	
8º	SP	6	CPSP	1	
8º	SP	41	CPSP	158	
8º	SP	9	CPSP	1	
8º	SP	12	CPSP	20	
8º	SP	42	CPSP	25	
8º	SP	45	CPSP	2	
8º	SP	2	CPSP	1	
8º	SP	46	CPSP	41	
8º	SP	43	CPSP	2531	
8º	PR	23	CPPR	1	
8º	PR	52	CPPR	1	
8º	PR	48	CPPR	35	
8º	PR	25	CPPR	15	
8º	PR	53	CPPR	2	
8º	PR	26	CPPR	7552	
8º	PR	55	CPPR	3	
8º	PR	54	CPPR	2	
8º	PR	51	CPPR	2941	
8º	PR	28	CPPR	54	
8º	PR	30	CPPR	2	
8º	PR	31	CPPR	37	
8º	PR	57	CPPR	4	
8º	PR	32	CPPR	13	
8º	PR	33	CPPR	19	
8º	PR	44	CPPR	3	
8º	PR	59	CPPR	2	
8º	PR	34	CPPR	5	
8º	PR	105	CPPR	11	
8º	PR	103	CPPR	3	
8º	PR	35	CPPR	9959	
8º	PR	60	CPPR	1	
8º	PR	108	CPPR	2646	
8º	PR	37	CPPR	3	
8º	PR	99	CPPR	5248	
8º	PR	13	CPPR	19	
8º	PR	63	CPPR	3	
8º	PR	38	CPPR	144	
8º	PR	4	CPPR	1	
8º	PR	111	CPPR	1	
8º	PR	41	CPPR	18	
8º	PR	12	CPPR	5	
8º	PR	2	CPPR	1	
8º	PR	46	CPPR	1	
8º	PR	43	CPPR	626	
8º	PR	48	CFRP	73	
8º	PR	25	CFRP	1	
8º	PR	53	CFRP	8	
8º	PR	26	CFRP	1423	
8º	PR	55	CFRP	1	
8º	PR	51	CFRP	74	
8º	PR	28	CFRP	31	
8º	PR	31	CFRP	153	
8º	PR	57	CFRP	7	
8º	PR	32	CFRP	1	
8º	PR	33	CFRP	76	
8º	PR	7	CFRP	2	
8º	PR	34	CFRP	1	
8º	PR	105	CFRP	14	
8º	PR	103	CFRP	5	
8º	PR	35	CFRP	12865	
8º	PR	60	CFRP	2	
8º	PR	108	CFRP	1566	
8º	PR	37	CFRP	2	
8º	PR	99	CFRP	542	
8º	PR	41	CFRP	41	
8º	PR	43	CFRP	31	
8º	SP	23	CFTP	1	
8º	SP	48	CFTP	116	
8º	SP	25	CFTP	103	
8º	SP	53	CFTP	113	
8º	SP	26	CFTP	47292	
8º	SP	27	CFTP	2	
8º	SP	55	CFTP	3	
8º	SP	51	CFTP	143	
8º	SP	10	CFTP	8	
8º	SP	28	CFTP	306	
8º	SP	30	CFTP	2	
8º	SP	31	CFTP	464	
8º	SP	57	CFTP	146	
8º	SP	32	CFTP	2	
8º	SP	33	CFTP	375	
8º	SP	44	CFTP	14	
8º	SP	59	CFTP	6	
8º	SP	34	CFTP	31	
8º	SP	105	CFTP	55	
8º	SP	35	CFTP	10847	
8º	SP	60	CFTP	3	
8º	SP	108	CFTP	7742	
8º	SP	37	CFTP	101	
8º	SP	62	CFTP	2	
